pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2,sky_coord.ra,sky_coord.dec
TOI-199 b,b,TOI-199,,,TIC 309792357,Gaia DR2 4762582895440787712,1,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-09,2023,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,80.1058735,05h20m25.41s,-59.8954326,-59d53m43.56s,268.76577,-34.55037,51.72036,-82.00233,104.854,0.001,-0.002,0,"<div><span class=""supersubNumber"">104.854</span><span class=""superscript"">+0.001</span><span class=""subscript"">-0.002</span></div>",2.0,350.0,-4.0,0,"<div><span class=""supersubNumber"">350</span><span class=""superscript"">+2</span><span class=""subscript"">-4</span></div>",0.4254,0.002,-0.002,0,0.4254&plusmn;0.0020,90.0,,,0,90,,,,0,,0.09,0.01,-0.02,0,"<div><span class=""supersubNumber"">0.090</span><span class=""superscript"">+0.010</span><span class=""subscript"">-0.020</span></div>",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2458256.1286,0.0006,-0.0006,0,2458256.1286&plusmn;0.0006,,,,0,,8.814&plusmn;0.021,,,,,,,,,,,,,,,,,8.761,0.023,-0.023,8.761&plusmn;0.023,8.824,0.019,-0.019,8.824&plusmn;0.019,8.764,0.022,-0.022,8.764&plusmn;0.022,8.753,0.242,-0.242,8.753&plusmn;0.242,,,,,10.5784,0.000317,-0.000317,10.578400&plusmn;0.000317,10.0391,0.006,-0.006,10.0391&plusmn;0.0060,0,BJD-TDB,[Fe/H],G9 V,,,,,,,,0,,,,,0,,0.0861854942032558,0.49411968000663686,-0.8651114393065666,1232827602,7.7,1.1,-1.1,0,7.7&plusmn;1.1,0.81,0.005,-0.005,0,0.810&plusmn;0.005,9.079,0.056,-0.056,0,9.08&plusmn;0.06,,,,0,,,,,,0,,,,,,2023-10-09,2023-09,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,2023-10-09,0,,,0,,0.45,0.02,-0.03,0,"<div><span class=""supersubNumber"">0.45</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.03</span></div>",,,,0,,,,,0,,0.17,0.02,-0.02,0,0.17&plusmn;0.02,54.03083,6.35657,-6.35657,0,54&plusmn;6,0.17,0.02,-0.02,0,0.17&plusmn;0.02,54.03083,6.35657,-6.35657,0,54&plusmn;6,Mass,,,,0,,,,,0,,5255.0,12.0,-10.0,0,"<div><span class=""supersubNumber"">5255</span><span class=""superscript"">+12</span><span class=""subscript"">-10</span></div>",0.22,0.03,-0.03,0,0.22&plusmn;0.03,,,,0,,0.5,0.6,-0.6,0,0.50&plusmn;0.60,-0.338,0.005,-0.003,0,"<div><span class=""supersubNumber"">-0.338</span><span class=""superscript"">+0.005</span><span class=""subscript"">-0.003</span></div>",4.58,0.0,-0.01,0,"<div><span class=""supersubNumber"">4.582</span><span class=""superscript"">+0.003</span><span class=""subscript"">-0.006</span></div>",0.8,1.2,-0.6,0,"<div><span class=""supersubNumber"">0.80</span><span class=""superscript"">+1.20</span><span class=""subscript"">-0.60</span></div>",0.94,0.0,-0.01,0,"<div><span class=""supersubNumber"">0.936</span><span class=""superscript"">+0.003</span><span class=""subscript"">-0.005</span></div>",2.39,0.02,-0.04,0,"<div><span class=""supersubNumber"">2.39</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.04</span></div>",0.82,0.0,-0.0,0,0.820&plusmn;0.003,1,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,74.1998185,0.0374945,-0.0374945,74.1998185&plusmn;0.0374945,45.702,0.0372881,-0.0372881,45.7020000&plusmn;0.0372881,58.4546,0.0376201,-0.0376201,58.4546000&plusmn;0.0376201,9.74907,0.0180567,-0.0180567,9.7490700&plusmn;0.0180567,102.27,0.191,-0.19,"<div><span class=""supersubNumber"">102.270</span><span class=""superscript"">+0.191</span><span class=""subscript"">-0.190</span></div>",11.592,0.113,-0.113,11.592&plusmn;0.113,10.701,0.008,-0.008,10.701&plusmn;0.008,9.329001,0.026,-0.026,9.329001&plusmn;0.026000,8.952,0.023,-0.023,8.952&plusmn;0.023,8.814,0.021,-0.021,80.1058735,-59.8954326
WASP-43 b,b,WASP-43,,,TIC 36734222,Gaia DR2 3767805209112436736,1,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2011-11,2011,Transit,Ground,SuperWASP,iKon-L CCD Camera,Canon 200mm f/1.8L,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,154.9081869,10h19m37.96s,-9.8064431,-09d48m23.20s,252.78676,37.86975,160.51736,-18.81336,0.813475,1e-06,-1e-06,0,0.813475&plusmn;0.000001,,,,0,,0.0142,0.0004,-0.0004,0,0.0142&plusmn;0.0004,82.6,1.3,-0.9,0,"<div><span class=""supersubNumber"">82.6</span> <span class=""superscript"">+1.3</span><span class=""subscript"">-0.9</span></div>",,,,0,,0.0,,,0,0.,,,,0,,,,,0,,,,,0,,2.939,0.971,-0.545,0,"<div><span class=""supersubNumber"">2.939</span> <span class=""superscript"">+0.971</span><span class=""subscript"">-0.545</span></div>",2.55,0.12,-0.12,0,2.55&plusmn;0.12,2455528.86774,0.00014,-0.00014,0,2455528.86774&plusmn;0.00014,1.1592,0.0264,-0.0264,0,1.1592&plusmn;0.0264,9.267&plusmn;0.026,,,,,,,,,,,,,,,,,9.152,0.023,-0.023,9.152&plusmn;0.023,9.225,0.02,-0.02,9.225&plusmn;0.020,9.134,0.032,-0.032,9.134&plusmn;0.032,8.469,,,8.469,,,,,11.907,0.001847,-0.001847,11.907000&plusmn;0.001847,11.1184,0.0063,-0.0063,11.1184&plusmn;0.0063,0,HJD-UTC,,,,,,,,,,0,,,,,0,,-0.8923970267904859,0.41787383074010237,-0.17032031046851984,1028205313,,,,0,,0.93,0.07,-0.09,0,"<div><span class=""supersubNumber"">0.93</span> <span class=""superscript"">+0.07</span><span class=""subscript"">-0.09</span></div>",10.424,0.785,-1.009,0,"<div><span class=""supersubNumber"">10.424</span> <span class=""superscript"">+0.785</span><span class=""subscript"">-1.009</span></div>",,,,0,,,,,,0,,,,,,2014-05-14,2011-11,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,2014-05-14,0,,,0,,,,,0,,,,,0,,,,,0,,1.78,0.1,-0.1,0,1.78&plusmn;0.10,565.714,31.782,-31.782,0,565.714&plusmn;31.782,1.78,0.1,-0.1,0,1.78&plusmn;0.10,565.714,31.782,-31.782,0,565.714&plusmn;31.782,Mass,,,,0,,,,,0,,4400.0,200.0,,0,4400&plusmn;200,,,,0,,-3.59,0.0,,0,-3.5946&plusmn;0.0010,4.0,0.4,,0,4.0&plusmn;0.4,,,,0,,,,,0,,,,,0,,0.58,0.05,,0,0.58&plusmn;0.05,,,,0,,0.6,0.03,-0.04,0,"<div><span class=""supersubNumber"">0.60</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.04</span></div>",1,0,1,1,0,1,0,0,0,0,Published Confirmed,1,1,0,0,0,1,0,14,12,0,0,56.8007302,0.0677704,-0.0677704,56.8007302&plusmn;0.0677704,-42.0435,0.069006,-0.069006,-42.043500&plusmn;0.069006,-38.1925,0.0662422,-0.0662422,-38.1925000&plusmn;0.0662422,11.4991,0.0431134,-0.0431134,11.4991000&plusmn;0.0431134,86.7467,0.3281,-0.3257,"<div><span class=""supersubNumber"">86.7467</span><span class=""superscript"">+0.3281</span><span class=""subscript"">-0.3257</span></div>",13.796,0.022,-0.022,13.796&plusmn;0.022,12.305,0.057,-0.057,12.305&plusmn;0.057,9.995,0.024,-0.024,9.9950&plusmn;0.0240,9.397,0.025,-0.025,9.397&plusmn;0.025,9.267,0.026,-0.026,154.9081869,-9.8064431
Kepler-1624 b,b,Kepler-1624,,,TIC 137683938,Gaia DR2 2051815759742763264,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05,2016,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,292.5798564,19h30m19.17s,37.3762616,+37d22m34.54s,70.4517,9.05558,305.24692,58.08397,3.29030452,4.56e-06,-4.56e-06,0,3.290304518&plusmn;4.56e-06,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2454964.90925,0.00183,-0.00183,0,2454964.90925&plusmn;0.00183,1.7505,0.0114,-0.0114,0,1.7505&plusmn;0.0114,12.312&plusmn;0.025,19.957,0.0410053,-0.0410053,19.9570000&plusmn;0.0410053,15.9936,0.0037215,-0.0037215,15.9936000&plusmn;0.0037215,14.9626,0.0037154,-0.0037154,14.9626000&plusmn;0.0037154,14.4495,0.004025,-0.004025,14.449500&plusmn;0.004025,12.179,0.022,-0.022,12.179&plusmn;0.022,12.156,0.023,-0.023,12.156&plusmn;0.023,11.995,0.24,-0.24,11.995&plusmn;0.240,8.802,,,8.802,17.3562,0.0046854,-0.0046854,17.3562000&plusmn;0.0046854,15.6681,0.000611,-0.000611,15.668100&plusmn;0.000611,14.5505,0.0074597,-0.0074597,14.5505000&plusmn;0.0074597,0,JD,[Fe/H],,15.669,,,15.669,,,,0,,,,,0,,0.30512855462993604,-0.7337512715679518,0.6070466511083478,-2030809092,,,,0,,0.509,0.035,-0.041,0,"<div><span class=""supersubNumber"">0.509</span><span class=""superscript"">+0.035</span><span class=""subscript"">-0.041</span></div>",5.7,0.39,-0.46,0,"<div><span class=""supersubNumber"">5.70</span><span class=""superscript"">+0.39</span><span class=""subscript"">-0.46</span></div>",0.10992,0.00123,-0.00043,0,"<div><span class=""supersubNumber"">0.109921</span> <span class=""superscript"">+0.001226</span><span class=""subscript"">-0.000426</span> </div>",,,,,0,,,,,,2016-05-06,2016-05,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-10,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,3636.0,58.98,-53.35,0,"<div><span class=""supersubNumber"">3636.000</span><span class=""superscript"">+58.980</span><span class=""subscript"">-53.355</span></div>",0.06,0.112,-0.118,0,"<div><span class=""supersubNumber"">0.0600</span><span class=""superscript"">+0.1120</span><span class=""subscript"">-0.1180</span></div>",,,,0,,,,,0,,,,,0,,4.78,0.04,-0.03,0,"<div><span class=""supersubNumber"">4.780</span><span class=""superscript"">+0.038</span><span class=""subscript"">-0.031</span></div>",4.47,5.74,-2.68,0,"<div><span class=""supersubNumber"">4.470</span><span class=""superscript"">+5.740</span><span class=""subscript"">-2.680</span></div>",0.5,0.03,-0.04,0,"<div><span class=""supersubNumber"">0.500</span><span class=""superscript"">+0.032</span><span class=""subscript"">-0.039</span></div>",,,,0,,0.47,0.03,-0.04,0,"<div><span class=""supersubNumber"">0.470</span><span class=""superscript"">+0.032</span><span class=""subscript"">-0.038</span></div>",1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,30.3487034,0.068666,-0.068666,30.3487034&plusmn;0.0686660,-2.58046,0.0699841,-0.0699841,-2.5804600&plusmn;0.0699841,-30.2388,0.0686563,-0.0686563,-30.2388000&plusmn;0.0686563,3.83323,0.0436565,-0.0436565,3.8332300&plusmn;0.0436565,258.979,2.984,-2.918,"<div><span class=""supersubNumber"">258.979</span><span class=""superscript"">+2.984</span><span class=""subscript"">-2.918</span></div>",18.17,0.165,-0.165,18.170&plusmn;0.165,16.597,0.137,-0.137,16.597&plusmn;0.137,13.141,0.022,-0.022,13.141&plusmn;0.022,12.504,0.02,-0.02,12.504&plusmn;0.020,12.312,0.025,-0.025,292.5798564,37.3762616
Kepler-852 b,b,Kepler-852,,,TIC 28089606,Gaia DR2 2086727319810829440,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05,2016,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,297.3915863,19h49m33.98s,48.5606875,+48d33m38.48s,82.15889,11.18828,321.64173,67.15234,44.9309804,0.00024,-0.00024,0,44.9309804&plusmn;0.00024,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2454973.20427,0.00414,-0.00414,0,2454973.20427&plusmn;0.00414,6.498,0.134,-0.134,0,6.498&plusmn;0.134,12.587&plusmn;0.024,,,,,,,,,,,,,,,,,12.505,0.023,-0.023,12.505&plusmn;0.023,12.547,0.022,-0.022,12.547&plusmn;0.022,12.12,0.231,-0.231,12.120&plusmn;0.231,9.059,,,9.059,,,,,13.9066,0.000201,-0.000201,13.906600&plusmn;0.000201,13.479,0.0089,-0.0089,13.4790&plusmn;0.0089,0,JD,[Fe/H],,13.949,,,13.949,,,,0,,,,,0,,0.30448607260007987,-0.5876243662433398,0.7496571454936531,2108636996,,,,0,,0.227,0.04,-0.015,0,"<div><span class=""supersubNumber"">0.227</span><span class=""superscript"">+0.040</span><span class=""subscript"">-0.015</span></div>",2.54,0.45,-0.17,0,"<div><span class=""supersubNumber"">2.54</span><span class=""superscript"">+0.45</span><span class=""subscript"">-0.17</span></div>",0.0204,0.00346,-0.00102,0,"<div><span class=""supersubNumber"">0.020399</span> <span class=""superscript"">+0.003459</span><span class=""subscript"">-0.001018</span> </div>",,,,,0,,,,,,2016-05-06,2016-05,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-10,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,6100.0,85.43,-84.46,0,"<div><span class=""supersubNumber"">6100.000</span><span class=""superscript"">+85.427</span><span class=""subscript"">-84.464</span></div>",0.22,0.074,-0.068,0,"<div><span class=""supersubNumber"">0.220</span><span class=""superscript"">+0.074</span><span class=""subscript"">-0.068</span></div>",,,,0,,,,,0,,,,,0,,4.38,0.03,-0.03,0,"<div><span class=""supersubNumber"">4.380</span><span class=""superscript"">+0.025</span><span class=""subscript"">-0.030</span></div>",1.48,0.674,-0.355,0,"<div><span class=""supersubNumber"">1.480</span><span class=""superscript"">+0.674</span><span class=""subscript"">-0.355</span></div>",1.19,0.04,-0.04,0,"<div><span class=""supersubNumber"">1.190</span><span class=""superscript"">+0.039</span><span class=""subscript"">-0.040</span></div>",,,,0,,1.16,0.05,-0.05,0,"<div><span class=""supersubNumber"">1.160</span><span class=""superscript"">+0.054</span><span class=""subscript"">-0.050</span></div>",1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,1.9701876,0.0322641,-0.0322641,1.9701876&plusmn;0.0322641,0.511692,0.0355619,-0.0355619,0.5116920&plusmn;0.0355619,-1.90258,0.0320124,-0.0320124,-1.9025800&plusmn;0.0320124,0.589092,0.0191506,-0.0191506,0.5890920&plusmn;0.0191506,1619.03,50.61,-50.61,1619.03&plusmn;50.61,14.721,0.09,-0.09,14.721&plusmn;0.090,14.006,0.149,-0.149,14.006&plusmn;0.149,12.852,0.025,-0.025,12.852&plusmn;0.025,12.598,0.02,-0.02,12.598&plusmn;0.020,12.587,0.024,-0.024,297.3915863,48.5606875
Kepler-540 b,b,Kepler-540,,,TIC 159452015,Gaia DR2 2127008611187043456,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05,2016,Transit,Space,Kepler,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,290.6249953,19h22m30.00s,44.8737757,+44d52m25.59s,76.65702,13.67995,307.28094,65.66467,172.7049784,0.0005356,-0.0005356,0,172.7049784&plusmn;0.0005356,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2455069.92338,0.00223,-0.00223,0,2455069.92338&plusmn;0.00223,11.2793,0.075,-0.075,0,11.2793&plusmn;0.075,10.810&plusmn;0.014,,,,,,,,,,,,,,,,,10.763,0.022,-0.022,10.763&plusmn;0.022,10.818,0.02,-0.02,10.818&plusmn;0.020,10.729,0.069,-0.069,10.729&plusmn;0.069,8.826,,,8.826,,,,,12.1868,0.000194,-0.000194,12.186800&plusmn;0.000194,11.7669,0.0065,-0.0065,11.7669&plusmn;0.0065,0,JD,[Fe/H],,12.209,,,12.209,,,,0,,,,,0,,0.2496264653679883,-0.6632417736322725,0.7055472893414033,1500544755,,,,0,,0.242,0.034,-0.023,0,"<div><span class=""supersubNumber"">0.242</span><span class=""superscript"">+0.034</span><span class=""subscript"">-0.023</span></div>",2.71,0.38,-0.26,0,"<div><span class=""supersubNumber"">2.71</span><span class=""superscript"">+0.38</span><span class=""subscript"">-0.26</span></div>",0.02294,0.00039,-0.00028,0,"<div><span class=""supersubNumber"">0.022941</span> <span class=""superscript"">+0.000393</span><span class=""subscript"">-0.000282</span> </div>",,,,,0,,,,,,2016-05-06,2016-05,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-10,0,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,,,0,,5946.0,77.07,-63.84,0,"<div><span class=""supersubNumber"">5946.000</span><span class=""superscript"">+77.067</span><span class=""subscript"">-63.836</span></div>",-0.1,0.111,-0.124,0,"<div><span class=""supersubNumber"">-0.100</span><span class=""superscript"">+0.111</span><span class=""subscript"">-0.124</span></div>",,,,0,,,,,0,,,,,0,,4.38,0.09,-0.11,0,"<div><span class=""supersubNumber"">4.380</span><span class=""superscript"">+0.087</span><span class=""subscript"">-0.107</span></div>",4.9,1.83,-2.7,0,"<div><span class=""supersubNumber"">4.90</span><span class=""superscript"">+1.83</span><span class=""subscript"">-2.70</span></div>",1.02,0.06,-0.05,0,"<div><span class=""supersubNumber"">1.020</span><span class=""superscript"">+0.055</span><span class=""subscript"">-0.054</span></div>",,,,0,,1.08,0.15,-0.1,0,"<div><span class=""supersubNumber"">1.080</span><span class=""superscript"">+0.149</span><span class=""subscript"">-0.102</span></div>",1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,56.4595604,0.0525058,-0.0525058,56.4595604&plusmn;0.0525058,-39.8678,0.0508041,-0.0508041,-39.8678000&plusmn;0.0508041,-39.978,0.0541452,-0.0541452,-39.9780000&plusmn;0.0541452,2.53306,0.0257423,-0.0257423,2.5330600&plusmn;0.0257423,390.374,3.992,-3.914,"<div><span class=""supersubNumber"">390.374</span><span class=""superscript"">+3.992</span><span class=""subscript"">-3.914</span></div>",13.097,0.04,-0.04,13.097&plusmn;0.040,12.293,0.057,-0.057,12.293&plusmn;0.057,11.167,0.021,-0.021,11.167&plusmn;0.021,10.86,0.021,-0.021,10.860&plusmn;0.021,10.81,0.014,-0.014,290.6249953,44.8737757
